	diet	reaction	metabolite	createdDate	updatedDate	fluxValue	g_day	mw	fullName	biggID	keggID	pubChemId	modelSeedID	miriam
10fthf	Unhealthy	EX_10fthf[e]	10fthf	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000127851099457515	6.0272e-05	471.4234	10-Formyltetrahydrofolate	10fthf	C00234	122347	cpd00201	http://identifiers.org/vmhmetabolite/10fthf
5mthf	Unhealthy	EX_5mthf[e]	5mthf	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000131469682814558	6.0272e-05	458.4479	5-Methyltetrahydrofolic acid	5mthf	C00440	439234	cpd00345	http://identifiers.org/vmhmetabolite/5mthf
thf	Unhealthy	EX_thf[e]	thf	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000135927361673635	6.0272e-05	443.4133	Tetrahydrofolic acid	thf	C00101	91443	cpd00087	http://identifiers.org/vmhmetabolite/thf
ascb_L	Unhealthy	EX_ascb_L[e]	ascb_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.745870456302729	0.130614	175.1162	Ascorbic acid	ascb__L	C00072	54670067	cpd00059	http://identifiers.org/vmhmetabolite/ascb_L
vitd3	Unhealthy	EX_vitd3[e]	vitd3	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.70550104682926e-05	6.56e-06	384.6377	Vitamin D3	vitd3	C05443	10883523		http://identifiers.org/vmhmetabolite/vitd3
avite1	Unhealthy	EX_avite1[e]	avite1	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.053170828089038	0.022901	430.7061	Alpha-Tocopherol	avite1	C02477	14985		http://identifiers.org/vmhmetabolite/avite1
phyQ	Unhealthy	EX_phyQ[e]	phyQ	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000276421541186215	0.000124582	450.6957	Vitamin K1	phyQ	C02059	5280483	cpd01401	http://identifiers.org/vmhmetabolite/phyQ
ca2	Unhealthy	EX_ca2[e]	ca2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	53.0445631019512	2.12592	40.078	Calcium	ca2	C00076	271	cpd00063	http://identifiers.org/vmhmetabolite/ca2
cl	Unhealthy	EX_cl[e]	cl	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	617.961131639071	21.908576	35.453	Chloride ion	cl		24526	cpd00099	http://identifiers.org/vmhmetabolite/cl
k	Unhealthy	EX_k[e]	k	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	89.0537184481167	3.481849	39.0983	Potassium	k	C00238		cpd00205	http://identifiers.org/vmhmetabolite/k
mg2	Unhealthy	EX_mg2[e]	mg2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	17.1751491462662	0.417442	24.305	Magnesium	mg2			cpd00254	http://identifiers.org/vmhmetabolite/mg2
na1	Unhealthy	EX_na1[e]	na1	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	309.750824954777	7.1211	22.98976928	Sodium	na1	C01330	923	cpd00971	http://identifiers.org/vmhmetabolite/na1
pi	Unhealthy	EX_pi[e]	pi	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	28.4778176127561	2.733281	95.9793	Phosphate	pi	C00009	1061	cpd00009	http://identifiers.org/vmhmetabolite/pi
cu2	Unhealthy	EX_cu2[e]	cu2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0329839801088975	0.002096	63.546	Cu2+	cu2			cpd00058	http://identifiers.org/vmhmetabolite/cu2
fe2	Unhealthy	EX_fe2[e]	fe2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.170006267347121	0.009494	55.845	Fe2+	fe2	C14818	27284	cpd10515	http://identifiers.org/vmhmetabolite/fe2
fe3	Unhealthy	EX_fe3[e]	fe3	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.170006267347121	0.009494	55.845	Fe3+	fe3	C14819	29936	cpd10516	http://identifiers.org/vmhmetabolite/fe3
mn2	Unhealthy	EX_mn2(e)	mn2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.05602674794853	0.003078	54.938045	Mn2+	mn2			cpd00030	http://identifiers.org/vmhmetabolite/mn2
zn2	Unhealthy	EX_zn2(e)	zn2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.335041297032732	0.021905	65.38	Zinc (II) ion	zn2	C00038	32051	cpd00034	http://identifiers.org/vmhmetabolite/zn2
mnl	Unhealthy	EX_mnl(e)	mnl	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.133489376511623	0.024318	182.1718	D-Mannitol	mnl			cpd00314	http://identifiers.org/vmhmetabolite/mnl
sbt_D	Unhealthy	EX_sbt_D[e]	sbt_D	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.561163692734	0.2844	182.1718	Sorbitol	sbt__D	C00794	5780	cpd00588	http://identifiers.org/vmhmetabolite/sbt_D
xylt	Unhealthy	EX_xylt[e]	xylt	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0	0.0	152.1458	D-Xylitol	xylt	C00379	6912	cpd00306	http://identifiers.org/vmhmetabolite/xylt
lcts	Unhealthy	EX_lcts[e]	lcts	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	43.0709633314977	14.74304	342.2965	Alpha-Lactose	lcts	C00243	84571	cpd00208	http://identifiers.org/vmhmetabolite/lcts
malt	Unhealthy	EX_malt[e]	malt	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	15.7465822758924	5.39	342.2965	D-Maltose	malt	C00208	10991489	cpd00179	http://identifiers.org/vmhmetabolite/malt
sucr	Unhealthy	EX_sucr[e]	sucr	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	223.627761312196	76.547	342.2965	Sucrose	sucr	C00089	5988	cpd00076	http://identifiers.org/vmhmetabolite/sucr
fru	Unhealthy	EX_fru[e]	fru	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	92.4313497365337	16.652053	180.1559	D-Fructose	fru	C02336	439709	cpd00082	http://identifiers.org/vmhmetabolite/fru
gal	Unhealthy	EX_gal[e]	gal	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.330269505467209	0.0595	180.1559	D-Galactose	gal	C00984	439357	cpd00108	http://identifiers.org/vmhmetabolite/gal
glc_D	Unhealthy	EX_glc_D[e]	glc_D	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	119.070987960983	21.451341	180.1559	D-Glucose	glc__D	C00031	5793	cpd00027	http://identifiers.org/vmhmetabolite/glc_D
cellul	Unhealthy	EX_cellul(e)	cellul	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0334512807420479	2.712508	81088.3153	Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587		G10481	53477911		http://identifiers.org/vmhmetabolite/cellul
ala_L	Unhealthy	EX_ala_L[e]	ala_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	86.3692851979725	7.694916	89.0932	L-Alanine	ala__L	C00041	5950	cpd00035	http://identifiers.org/vmhmetabolite/ala_L
arg_L	Unhealthy	EX_arg_L[e]	arg_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	46.6414662725467	8.172	175.2089	L-Arginine	arg__L	C00062	6322	cpd00051	http://identifiers.org/vmhmetabolite/arg_L
asp_L	Unhealthy	EX_asp_L[e]	asp_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	101.067741552083	13.350513	132.0947	L-Aspartic acid	asp__L	C00049	5960	cpd00041	http://identifiers.org/vmhmetabolite/asp_L
cys_L	Unhealthy	EX_cys_L[e]	cys_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	16.9723551521895	2.05634	121.1582	L-Cysteine	cys__L	C00097	5862	cpd00084	http://identifiers.org/vmhmetabolite/cys_L
glu_L	Unhealthy	EX_glu_L[e]	glu_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	220.123986030784	32.164803	146.1213	L-Glutamic acid	glu__L	C00025	33032	cpd00023	http://identifiers.org/vmhmetabolite/glu_L
gly	Unhealthy	EX_gly[e]	gly	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	84.4573485411621	6.339926	75.0666	Glycine	gly	C00037	750	cpd00033	http://identifiers.org/vmhmetabolite/gly
urate	Unhealthy	EX_urate[e]	urate	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	3.84519568402412	0.646417	168.1103	Uric acid	urate	C00366	1175	cpd00300	http://identifiers.org/vmhmetabolite/urate
his_L	Unhealthy	EX_his_L[e]	his_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	30.9611896779084	4.803771	155.1546	L-Histidine	his__L	C00135	6274	cpd00119	http://identifiers.org/vmhmetabolite/his_L
ile_L	Unhealthy	EX_ile_L[e]	ile_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	61.087762792467	8.013059	131.1729	L-Isoleucine	ile__L	C00407	6306	cpd00322	http://identifiers.org/vmhmetabolite/ile_L
leu_L	Unhealthy	EX_leu_L[e]	leu_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	101.960298201839	13.374428	131.1729	L-Leucine	leu__L	C00123	6106	cpd00107	http://identifiers.org/vmhmetabolite/leu_L
lys_L	Unhealthy	EX_lys_L[e]	lys_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	79.1294502889015	11.647499	147.1955	L-Lysine	lys__L	C00047	5962	cpd00039	http://identifiers.org/vmhmetabolite/lys_L
met_L	Unhealthy	EX_met_L[e]	met_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	26.318221207107	3.926976	149.2113	L-Methionine	met__L	C00073	6137	cpd00060	http://identifiers.org/vmhmetabolite/met_L
phe_L	Unhealthy	EX_phe_L[e]	phe_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	44.7696912205466	7.395465	165.1891	L-Phenylalanine	phe__L	C00079	6140	cpd01400	http://identifiers.org/vmhmetabolite/phe_L
pro_L	Unhealthy	EX_pro_L[e]	pro_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	106.996408423485	12.31855	115.1305	L-Proline	pro__L	C00148	145742	cpd00129	http://identifiers.org/vmhmetabolite/pro_L
ser_L	Unhealthy	EX_ser_L[e]	ser_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	77.4233866133296	8.136625	105.0926	L-Serine	ser__L	C00065	5951	cpd00054	http://identifiers.org/vmhmetabolite/ser_L
thr_L	Unhealthy	EX_thr_L[e]	thr_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	56.7826429324576	6.763903	119.1192	L-Threonine	thr__L	C00188	6288	cpd00161	http://identifiers.org/vmhmetabolite/thr_L
trp_L	Unhealthy	EX_trp_L[e]	trp_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	9.95091203240344	2.032227	204.2252	L-Tryptophan	trp__L	C00078	6305	cpd00065	http://identifiers.org/vmhmetabolite/trp_L
tyr_L	Unhealthy	EX_tyr_L[e]	tyr_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	35.5928991078352	6.449024	181.1885	L-Tyrosine	tyr__L	C00082	6057	cpd00069	http://identifiers.org/vmhmetabolite/tyr_L
val_L	Unhealthy	EX_val_L[e]	val_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	80.96521187609	9.484775	117.1463	L-Valine	val__L	C00183	6287	cpd00156	http://identifiers.org/vmhmetabolite/val_L
dca	Unhealthy	EX_dca[e]	dca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	16.85243847394	2.886093	171.2567	Capric acid	dca	C01571	2969		http://identifiers.org/vmhmetabolite/dca
ddca	Unhealthy	EX_ddca[e]	ddca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	20.4617735806267	4.078232	199.3098	Dodecanoic acid	ddca	C02679	3893	cpd01741	http://identifiers.org/vmhmetabolite/ddca
ttdca	Unhealthy	EX_ttdca[e]	ttdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	57.2996793673553	13.027827	227.363	Myristic acid	ttdca	C06424	11005	cpd03847	http://identifiers.org/vmhmetabolite/ttdca
ttdcea	Unhealthy	EX_ttdcea[e]	ttdcea	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	7.45989187346986	1.681065	225.3471	9E-Tetradecenoic Acid (N-C14:1)	ttdcea		68344	cpd15298	http://identifiers.org/vmhmetabolite/ttdcea
ptdca	Unhealthy	EX_ptdca[e]	ptdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	5.58183534004779	1.347397	241.3896	Pentadecanoic acid	ptdca	C16537	13849		http://identifiers.org/vmhmetabolite/ptdca
hdca	Unhealthy	EX_hdca[e]	hdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	183.109036587748	46.768996	255.4161	Palmitic acid	hdca	C00249	985	cpd00214	http://identifiers.org/vmhmetabolite/hdca
hpdca	Unhealthy	EX_hpdca[e]	hpdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	4.16889008312342	1.123277	269.4427	Heptadecanoic acid	hpdca		10465		http://identifiers.org/vmhmetabolite/hpdca
ocdca	Unhealthy	EX_ocdca[e]	ocdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	71.3769321757241	20.233169	283.4693	Stearic acid	ocdca	C01530	5281	cpd01080	http://identifiers.org/vmhmetabolite/ocdca
ocdcea	Unhealthy	EX_ocdcea[e]	ocdcea	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	219.927835300622	61.899437	281.4534	Oleic acid	ocdcea	C00712	445639	cpd15269	http://identifiers.org/vmhmetabolite/ocdcea
lnlc	Unhealthy	EX_lnlc[e]	lnlc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	82.6052337284724	23.083	279.4375	Linoleic acid	lnlc	C01595	5280450	cpd01122	http://identifiers.org/vmhmetabolite/lnlc
lnlnca	Unhealthy	EX_lnlnca[e]	lnlnca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	7.90853779643049	2.194	277.4217	Alpha-Linolenic acid	lnlnca	C06427	5280934	cpd03850	http://identifiers.org/vmhmetabolite/lnlnca
strdnc	Unhealthy	EX_strdnc[e]	strdnc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0856917319824056	0.0236	275.4058	Stearidonic acid	strdnc	C16300	5312508		http://identifiers.org/vmhmetabolite/strdnc
arach	Unhealthy	EX_arach[e]	arach	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	2.0568755065846	0.640763	311.5225	Arachidic acid	arach	C06425	10467	cpd03848	http://identifiers.org/vmhmetabolite/arach
CE2510	Unhealthy	EX_CE2510[e]	CE2510	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	3.91086652110165	1.210439	309.5066	Eicosenoic acid	CE2510	C16526	5282768	cpd16341	http://identifiers.org/vmhmetabolite/CE2510
eidi1114ac	Unhealthy	EX_CE4843[e]	eidi1114ac	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.308903651394985	0.094985	307.4907	Eicosadienoic acid		C16525	6439848		http://identifiers.org/vmhmetabolite/eidi1114ac
arachd	Unhealthy	EX_arachd[e]	arachd	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.03396868570999	0.313767	303.4589	Arachidonic acid	arachd	C00219	444899	cpd00188	http://identifiers.org/vmhmetabolite/arachd
docosac	Unhealthy	EX_docosac[e]	docosac	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.876841563410328	0.297754	339.5756	Behenic acid	docosac	C08281	8215	cpd05196	http://identifiers.org/vmhmetabolite/docosac
doco13ac	Unhealthy	EX_doco13ac[e]	doco13ac	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	2.21548662355133	0.747859	337.5597	Erucic acid	doco13ac	C08316	5281116	cpd05231	http://identifiers.org/vmhmetabolite/doco13ac
adrn	Unhealthy	EX_adrn[e]	adrn	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0	0.0	331.5121	Adrenic acid	adrn	C16527	5497181	cpd16342	http://identifiers.org/vmhmetabolite/adrn
clpnd	Unhealthy	EX_clpnd[e]	clpnd	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.746897839792993	0.2461	329.4962	Docosapentaenoic acid	clpnd	C16513	5497182	cpd16301	http://identifiers.org/vmhmetabolite/clpnd
crvnc	Unhealthy	EX_crvnc[e]	crvnc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.41810056971366	0.4644	327.4803	Docosahexaenoic acid	crvnc	C06429	445580	cpd03852	http://identifiers.org/vmhmetabolite/crvnc
but	Unhealthy	EX_but[e]	but	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	44.4032069917288	3.867395	87.0972	Butyric acid	but	C00246	264	cpd00211	http://identifiers.org/vmhmetabolite/but
octa	Unhealthy	EX_octa[e]	octa	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	10.2894621988988	1.473487	143.2035	Caprylic acid	octa	C06423	379	cpd03846	http://identifiers.org/vmhmetabolite/octa
chsterol	Unhealthy	EX_chsterol[e]	chsterol	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	2.76352341308174	1.068526	386.6535	Cholesterol	chsterol	C00187	11025495	cpd00160	http://identifiers.org/vmhmetabolite/chsterol
hdcea	Unhealthy	EX_hdcea[e]	hdcea	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	21.7898242425127	5.521548	253.4003	Palmitoleic acid	hdcea	C08362	445638	cpd15237	http://identifiers.org/vmhmetabolite/hdcea
lgnc	Unhealthy	EX_lgnc[e]	lgnc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.354020142056335	0.130148	367.6288	Tetracosanoic acid	lgnc	C08320	11197		http://identifiers.org/vmhmetabolite/lgnc
fol	Unhealthy	EX_fol[e]	fol	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000136860665388253	6.0272e-05	440.3895	Folic acid	fol	C00504	6037	cpd00393	http://identifiers.org/vmhmetabolite/fol
strch1	Unhealthy	EX_strch1[e]	strch1	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	40.1169951473774	72.27325	1801.5619	Starch, Structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	strch1				http://identifiers.org/vmhmetabolite/strch1
i	Unhealthy	EX_i[e]	i	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00264457193667016	0.000335608	126.90447	Iodide	i	C00708	30165		http://identifiers.org/vmhmetabolite/i
starch1200	Unhealthy	EX_starch1200(e)	starch1200	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.371419202283106	72.27325	194586.7353	Starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)	starch1200				http://identifiers.org/vmhmetabolite/starch1200
