	diet	reaction	metabolite	createdDate	updatedDate	fluxValue	g_day	mw	fullName	biggID	keggID	pubChemId	modelSeedID	miriam
pydam	High protein	EX_pydam[e]	pydam	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00540776945762732	0.000915	169.201	Pyridoxamine	pydam	C00534	1052	cpd00419	http://identifiers.org/vmhmetabolite/pydam
pydxn	High protein	EX_pydxn[e]	pydxn	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00540851104577551	0.000915	169.1778	Pyridoxine	pydxn	C00314	1054	cpd00263	http://identifiers.org/vmhmetabolite/pydxn
pydx	High protein	EX_pydx[e]	pydx	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00547373206829303	0.000915	167.162	Pyridoxal	pydx	C00250	1050	cpd00215	http://identifiers.org/vmhmetabolite/pydx
btn	High protein	EX_btn[e]	btn	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000493685437933899	0.000120115	243.3027	Biotin	btn	C00120	171548	cpd00104	http://identifiers.org/vmhmetabolite/btn
10fthf	High protein	EX_10fthf[e]	10fthf	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000251925869611055	0.00011876375	471.4234	10-Formyltetrahydrofolate	10fthf	C00234	122347	cpd00201	http://identifiers.org/vmhmetabolite/10fthf
5mthf	High protein	EX_5mthf[e]	5mthf	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000259056154472515	0.00011876375	458.4479	5-Methyltetrahydrofolic acid	5mthf	C00440	439234	cpd00345	http://identifiers.org/vmhmetabolite/5mthf
thf	High protein	EX_thf[e]	thf	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00026783984603078	0.00011876375	443.4133	Tetrahydrofolic acid	thf	C00101	91443	cpd00087	http://identifiers.org/vmhmetabolite/thf
ascb_L	High protein	EX_ascb_L[e]	ascb_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.12239758514632	0.19655	175.1162	Ascorbic acid	ascb__L	C00072	54670067	cpd00059	http://identifiers.org/vmhmetabolite/ascb_L
vitd3	High protein	EX_vitd3[e]	vitd3	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.46111522609458e-05	5.62e-06	384.6377	Vitamin D3	vitd3	C05443	10883523		http://identifiers.org/vmhmetabolite/vitd3
avite1	High protein	EX_avite1[e]	avite1	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0395861586357844	0.01705	430.7061	Alpha-Tocopherol	avite1	C02477	14985		http://identifiers.org/vmhmetabolite/avite1
phyQ	High protein	EX_phyQ[e]	phyQ	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00051286266986794	0.000231145	450.6957	Vitamin K1	phyQ	C02059	5280483	cpd01401	http://identifiers.org/vmhmetabolite/phyQ
ca2	High protein	EX_ca2[e]	ca2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	25.4194321073906	1.01876	40.078	Calcium	ca2	C00076	271	cpd00063	http://identifiers.org/vmhmetabolite/ca2
cl	High protein	EX_cl[e]	cl	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	482.165402081629	17.09421	35.453	Chloride ion	cl		24526	cpd00099	http://identifiers.org/vmhmetabolite/cl
k	High protein	EX_k[e]	k	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	98.6276896949484	3.856175	39.0983	Potassium	k	C00238		cpd00205	http://identifiers.org/vmhmetabolite/k
mg2	High protein	EX_mg2[e]	mg2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	25.5766303229788	0.62164	24.305	Magnesium	mg2			cpd00254	http://identifiers.org/vmhmetabolite/mg2
na1	High protein	EX_na1[e]	na1	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	249.258047360447	5.730385	22.98976928	Sodium	na1	C01330	923	cpd00971	http://identifiers.org/vmhmetabolite/na1
pi	High protein	EX_pi[e]	pi	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	18.0555598967694	1.73296	95.9793	Phosphate	pi	C00009	1061	cpd00009	http://identifiers.org/vmhmetabolite/pi
cu2	High protein	EX_cu2[e]	cu2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0386019576369874	0.002453	63.546	Cu2+	cu2			cpd00058	http://identifiers.org/vmhmetabolite/cu2
fe2	High protein	EX_fe2[e]	fe2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.329062583937685	0.0183765	55.845	Fe2+	fe2	C14818	27284	cpd10515	http://identifiers.org/vmhmetabolite/fe2
fe3	High protein	EX_fe3[e]	fe3	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.329062583937685	0.0183765	55.845	Fe3+	fe3	C14819	29936	cpd10516	http://identifiers.org/vmhmetabolite/fe3
mn2	High protein	EX_mn2(e)	mn2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.108959101111079	0.005986	54.938045	Mn2+	mn2			cpd00030	http://identifiers.org/vmhmetabolite/mn2
zn2	High protein	EX_zn2(e)	zn2	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.168629550321199	0.011025	65.38	Zinc (II) ion	zn2	C00038	32051	cpd00034	http://identifiers.org/vmhmetabolite/zn2
mnl	High protein	EX_mnl(e)	mnl	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.158092525846481	0.0288	182.1718	D-Mannitol	mnl			cpd00314	http://identifiers.org/vmhmetabolite/mnl
xylt	High protein	EX_xylt[e]	xylt	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0788717138429059	0.012	152.1458	D-Xylitol	xylt	C00379	6912	cpd00306	http://identifiers.org/vmhmetabolite/xylt
lcts	High protein	EX_lcts[e]	lcts	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	17.1151326408538	5.85845	342.2965	Alpha-Lactose	lcts	C00243	84571	cpd00208	http://identifiers.org/vmhmetabolite/lcts
malt	High protein	EX_malt[e]	malt	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	8.35532937088168	2.86	342.2965	D-Maltose	malt	C00208	10991489	cpd00179	http://identifiers.org/vmhmetabolite/malt
sucr	High protein	EX_sucr[e]	sucr	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	82.6914677772048	28.305	342.2965	Sucrose	sucr	C00089	5988	cpd00076	http://identifiers.org/vmhmetabolite/sucr
fru	High protein	EX_fru[e]	fru	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	65.8068650541004	11.855495	180.1559	D-Fructose	fru	C02336	439709	cpd00082	http://identifiers.org/vmhmetabolite/fru
gal	High protein	EX_gal[e]	gal	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.291858329369174	0.05258	180.1559	D-Galactose	gal	C00984	439357	cpd00108	http://identifiers.org/vmhmetabolite/gal
cellul	High protein	EX_cellul(e)	cellul	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0966532597329716	7.83745	81088.3153	Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587		G10481	53477911		http://identifiers.org/vmhmetabolite/cellul
ala_L	High protein	EX_ala_L[e]	ala_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	83.2478236273924	7.416815	89.0932	L-Alanine	ala__L	C00041	5950	cpd00035	http://identifiers.org/vmhmetabolite/ala_L
arg_L	High protein	EX_arg_L[e]	arg_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	42.9985862590314	7.533735	175.2089	L-Arginine	arg__L	C00062	6322	cpd00051	http://identifiers.org/vmhmetabolite/arg_L
asp_L	High protein	EX_asp_L[e]	asp_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	96.1482179073044	12.70067	132.0947	L-Aspartic acid	asp__L	C00049	5960	cpd00041	http://identifiers.org/vmhmetabolite/asp_L
cys_L	High protein	EX_cys_L[e]	cys_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	17.4848668930374	2.118435	121.1582	L-Cysteine	cys__L	C00097	5862	cpd00084	http://identifiers.org/vmhmetabolite/cys_L
glu_L	High protein	EX_glu_L[e]	glu_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	162.21974482844	23.70376	146.1213	L-Glutamic acid	glu__L	C00025	33032	cpd00023	http://identifiers.org/vmhmetabolite/glu_L
gly	High protein	EX_gly[e]	gly	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	75.1787745815049	5.643415	75.0666	Glycine	gly	C00037	750	cpd00033	http://identifiers.org/vmhmetabolite/gly
urate	High protein	EX_urate[e]	urate	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	4.55186267587411	0.765215	168.1103	Uric acid	urate	C00366	1175	cpd00300	http://identifiers.org/vmhmetabolite/urate
his_L	High protein	EX_his_L[e]	his_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	25.5396875116819	3.9626	155.1546	L-Histidine	his__L	C00135	6274	cpd00119	http://identifiers.org/vmhmetabolite/his_L
ile_L	High protein	EX_ile_L[e]	ile_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	54.397745265981	7.13551	131.1729	L-Isoleucine	ile__L	C00407	6306	cpd00322	http://identifiers.org/vmhmetabolite/ile_L
leu_L	High protein	EX_leu_L[e]	leu_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	81.9979965373945	10.755915	131.1729	L-Leucine	leu__L	C00123	6106	cpd00107	http://identifiers.org/vmhmetabolite/leu_L
lys_L	High protein	EX_lys_L[e]	lys_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	62.6295301147114	9.218785	147.1955	L-Lysine	lys__L	C00047	5962	cpd00039	http://identifiers.org/vmhmetabolite/lys_L
met_L	High protein	EX_met_L[e]	met_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	23.6294101049988	3.525775	149.2113	L-Methionine	met__L	C00073	6137	cpd00060	http://identifiers.org/vmhmetabolite/met_L
phe_L	High protein	EX_phe_L[e]	phe_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	38.2563680049107	6.319535	165.1891	L-Phenylalanine	phe__L	C00079	6140	cpd01400	http://identifiers.org/vmhmetabolite/phe_L
pro_L	High protein	EX_pro_L[e]	pro_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	63.8677848180977	7.35313	115.1305	L-Proline	pro__L	C00148	145742	cpd00129	http://identifiers.org/vmhmetabolite/pro_L
ser_L	High protein	EX_ser_L[e]	ser_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	69.7123774652069	7.326255	105.0926	L-Serine	ser__L	C00065	5951	cpd00054	http://identifiers.org/vmhmetabolite/ser_L
thr_L	High protein	EX_thr_L[e]	thr_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	48.6556743161472	5.795825	119.1192	L-Threonine	thr__L	C00188	6288	cpd00161	http://identifiers.org/vmhmetabolite/thr_L
trp_L	High protein	EX_trp_L[e]	trp_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	8.22006784667122	1.678745	204.2252	L-Tryptophan	trp__L	C00078	6305	cpd00065	http://identifiers.org/vmhmetabolite/trp_L
tyr_L	High protein	EX_tyr_L[e]	tyr_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	27.9532917376103	5.064815	181.1885	L-Tyrosine	tyr__L	C00082	6057	cpd00069	http://identifiers.org/vmhmetabolite/tyr_L
val_L	High protein	EX_val_L[e]	val_L	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	68.6375071171689	8.04063	117.1463	L-Valine	val__L	C00183	6287	cpd00156	http://identifiers.org/vmhmetabolite/val_L
dca	High protein	EX_dca[e]	dca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.15522487587347	0.19784	171.2567	Capric acid	dca	C01571	2969		http://identifiers.org/vmhmetabolite/dca
ddca	High protein	EX_ddca[e]	ddca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.20606212037742	0.24038	199.3098	Dodecanoic acid	ddca	C02679	3893	cpd01741	http://identifiers.org/vmhmetabolite/ddca
ttdca	High protein	EX_ttdca[e]	ttdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	4.25546372980652	0.967535	227.363	Myristic acid	ttdca	C06424	11005	cpd03847	http://identifiers.org/vmhmetabolite/ttdca
ttdcea	High protein	EX_ttdcea[e]	ttdcea	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.488113669978447	0.109995	225.3471	9E-Tetradecenoic Acid (N-C14:1)	ttdcea		68344	cpd15298	http://identifiers.org/vmhmetabolite/ttdcea
ptdca	High protein	EX_ptdca[e]	ptdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.364452321061057	0.087975	241.3896	Pentadecanoic acid	ptdca	C16537	13849		http://identifiers.org/vmhmetabolite/ptdca
hdca	High protein	EX_hdca[e]	hdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	37.6624848629354	9.619605	255.4161	Palmitic acid	hdca	C00249	985	cpd00214	http://identifiers.org/vmhmetabolite/hdca
hpdca	High protein	EX_hpdca[e]	hpdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.410384100218711	0.110575	269.4427	Heptadecanoic acid	hpdca		10465		http://identifiers.org/vmhmetabolite/hpdca
ocdca	High protein	EX_ocdca[e]	ocdca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	12.3352158417155	3.496655	283.4693	Stearic acid	ocdca	C01530	5281	cpd01080	http://identifiers.org/vmhmetabolite/ocdca
ocdcea	High protein	EX_ocdcea[e]	ocdcea	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	99.5013028799794	28.00498	281.4534	Oleic acid	ocdcea	C00712	445639	cpd15269	http://identifiers.org/vmhmetabolite/ocdcea
lnlc	High protein	EX_lnlc[e]	lnlc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	29.2730932677253	8.18	279.4375	Linoleic acid	lnlc	C01595	5280450	cpd01122	http://identifiers.org/vmhmetabolite/lnlc
lnlnca	High protein	EX_lnlnca[e]	lnlnca	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.65812551793894	0.46	277.4217	Alpha-Linolenic acid	lnlnca	C06427	5280934	cpd03850	http://identifiers.org/vmhmetabolite/lnlnca
strdnc	High protein	EX_strdnc[e]	strdnc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0813345252714358	0.0224	275.4058	Stearidonic acid	strdnc	C16300	5312508		http://identifiers.org/vmhmetabolite/strdnc
arach	High protein	EX_arach[e]	arach	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.672744344308999	0.209575	311.5225	Arachidic acid	arach	C06425	10467	cpd03848	http://identifiers.org/vmhmetabolite/arach
CE2510	High protein	EX_CE2510[e]	CE2510	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.809271918595597	0.250475	309.5066	Eicosenoic acid	CE2510	C16526	5282768	cpd16341	http://identifiers.org/vmhmetabolite/CE2510
eidi1114ac	High protein	EX_CE4843[e]	eidi1114ac	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0617254440540803	0.01898	307.4907	Eicosadienoic acid		C16525	6439848		http://identifiers.org/vmhmetabolite/eidi1114ac
arachd	High protein	EX_arachd[e]	arachd	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.589371410757767	0.17885	303.4589	Arachidonic acid	arachd	C00219	444899	cpd00188	http://identifiers.org/vmhmetabolite/arachd
docosac	High protein	EX_docosac[e]	docosac	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.187248435988923	0.063585	339.5756	Behenic acid	docosac	C08281	8215	cpd05196	http://identifiers.org/vmhmetabolite/docosac
doco13ac	High protein	EX_doco13ac[e]	doco13ac	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.276691797036198	0.0934	337.5597	Erucic acid	doco13ac	C08316	5281116	cpd05231	http://identifiers.org/vmhmetabolite/doco13ac
adrn	High protein	EX_adrn[e]	adrn	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0265450341028276	0.0088	331.5121	Adrenic acid	adrn	C16527	5497181	cpd16342	http://identifiers.org/vmhmetabolite/adrn
clpnd	High protein	EX_clpnd[e]	clpnd	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.279517639353656	0.0921	329.4962	Docosapentaenoic acid	clpnd	C16513	5497182	cpd16301	http://identifiers.org/vmhmetabolite/clpnd
crvnc	High protein	EX_crvnc[e]	crvnc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	3.2314920928068	1.05825	327.4803	Docosahexaenoic acid	crvnc	C06429	445580	cpd03852	http://identifiers.org/vmhmetabolite/crvnc
but	High protein	EX_but[e]	but	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	2.93212640590053	0.25538	87.0972	Butyric acid	but	C00246	264	cpd00211	http://identifiers.org/vmhmetabolite/but
octa	High protein	EX_octa[e]	octa	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.64226782166637	0.091975	143.2035	Caprylic acid	octa	C06423	379	cpd03846	http://identifiers.org/vmhmetabolite/octa
chsterol	High protein	EX_chsterol[e]	chsterol	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	1.59535604876201	0.61685	386.6535	Cholesterol	chsterol	C00187	11025495	cpd00160	http://identifiers.org/vmhmetabolite/chsterol
sbt_D	High protein	EX_sbt_D[e]	sbt_D	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	2.05959429505555	0.3752	182.1718	Sorbitol	sbt__D	C00794	5780	cpd00588	http://identifiers.org/vmhmetabolite/sbt_D
glc_D	High protein	EX_glc_D[e]	glc_D	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	107.352576296419	19.3402	180.1559	D-Glucose	glc__D	C00031	5793	cpd00027	http://identifiers.org/vmhmetabolite/glc_D
hdcea	High protein	EX_hdcea[e]	hdcea	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	3.96767486068485	1.00541	253.4003	Palmitoleic acid	hdcea	C08362	445638	cpd15237	http://identifiers.org/vmhmetabolite/hdcea
lgnc	High protein	EX_lgnc[e]	lgnc	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.0680985820479788	0.025035	367.6288	Tetracosanoic acid	lgnc	C08320	11197		http://identifiers.org/vmhmetabolite/lgnc
fol	High protein	EX_fol[e]	fol	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.000269678886531128	0.00011876375	440.3895	Folic acid	fol	C00504	6037	cpd00393	http://identifiers.org/vmhmetabolite/fol
strch1	High protein	EX_strch1[e]	strch1	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	27.0864409377219	48.7979	1801.5619	Starch, Structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	strch1				http://identifiers.org/vmhmetabolite/strch1
i	High protein	EX_i[e]	i	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.00356220706804102	0.00045206	126.90447	Iodide	i	C00708	30165		http://identifiers.org/vmhmetabolite/i
starch1200	High protein	EX_starch1200(e)	starch1200	2018-05-31T15:48:11.460268Z	2018-05-31T15:48:17.338067Z	0.250777114507661	48.7979	194586.7353	Starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)	starch1200				http://identifiers.org/vmhmetabolite/starch1200
